"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.mtry","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.1.Sensitivity","testCM.Class.2.Sensitivity","testCM.Class.3.Sensitivity","testCM.Class.4.Sensitivity","testCM.Class.5.Sensitivity","testCM.Class.1.Specificity","testCM.Class.2.Specificity","testCM.Class.3.Specificity","testCM.Class.4.Specificity","testCM.Class.5.Specificity","testCM.Class.1.Pos.Pred.Value","testCM.Class.2.Pos.Pred.Value","testCM.Class.3.Pos.Pred.Value","testCM.Class.4.Pos.Pred.Value","testCM.Class.5.Pos.Pred.Value","testCM.Class.1.Neg.Pred.Value","testCM.Class.2.Neg.Pred.Value","testCM.Class.3.Neg.Pred.Value","testCM.Class.4.Neg.Pred.Value","testCM.Class.5.Neg.Pred.Value","testCM.Class.1.Precision","testCM.Class.2.Precision","testCM.Class.3.Precision","testCM.Class.4.Precision","testCM.Class.5.Precision","testCM.Class.1.Recall","testCM.Class.2.Recall","testCM.Class.3.Recall","testCM.Class.4.Recall","testCM.Class.5.Recall","testCM.Class.1.F1","testCM.Class.2.F1","testCM.Class.3.F1","testCM.Class.4.F1","testCM.Class.5.F1","testCM.Class.1.Prevalence","testCM.Class.2.Prevalence","testCM.Class.3.Prevalence","testCM.Class.4.Prevalence","testCM.Class.5.Prevalence","testCM.Class.1.Detection.Rate","testCM.Class.2.Detection.Rate","testCM.Class.3.Detection.Rate","testCM.Class.4.Detection.Rate","testCM.Class.5.Detection.Rate","testCM.Class.1.Detection.Prevalence","testCM.Class.2.Detection.Prevalence","testCM.Class.3.Detection.Prevalence","testCM.Class.4.Detection.Prevalence","testCM.Class.5.Detection.Prevalence","testCM.Class.1.Balanced.Accuracy","testCM.Class.2.Balanced.Accuracy","testCM.Class.3.Balanced.Accuracy","testCM.Class.4.Balanced.Accuracy","testCM.Class.5.Balanced.Accuracy"
"11","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",11,0.543735224586288,0.418301910991407,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"12","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",12,0.550827423167849,0.427841216504827,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"13","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",13,0.553191489361702,0.430856630288533,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"14","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",14,0.560283687943262,0.439755046818813,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"15","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",15,0.553191489361702,0.431030801639718,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"16","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",16,0.550827423167849,0.427392809814902,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"17","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",17,0.553191489361702,0.430585034401219,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"18","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",18,0.548463356973995,0.424141126158232,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"19","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",19,0.550827423167849,0.427943029190066,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
"20","Phase ~ TIME0 + EVI","rf",423,45,2,"noProc",20,0.543735224586288,0.418856776765376,0.622222222222222,0.516434892541087,0.465410112646373,0.762321755272202,0.266666666666667,6.04364346839234e-07,NA,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.848484848484849,0.921052631578947,0.861111111111111,0.911764705882353,0.974358974358974,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.848484848484849,0.921052631578947,0.837837837837838,1,0.926829268292683,0.583333333333333,0.571428571428571,0.375,0.785714285714286,0.75,0.583333333333333,0.571428571428571,0.333333333333333,1,0.5,0.583333333333333,0.571428571428571,0.352941176470588,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.155555555555556,0.0888888888888889,0.0666666666666667,0.244444444444444,0.0666666666666667,0.266666666666667,0.155555555555556,0.177777777777778,0.311111111111111,0.0888888888888889,0.715909090909091,0.746240601503759,0.597222222222222,0.955882352941176,0.737179487179487
