"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.mtry","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.1.Sensitivity","testCM.Class.2.Sensitivity","testCM.Class.3.Sensitivity","testCM.Class.4.Sensitivity","testCM.Class.5.Sensitivity","testCM.Class.1.Specificity","testCM.Class.2.Specificity","testCM.Class.3.Specificity","testCM.Class.4.Specificity","testCM.Class.5.Specificity","testCM.Class.1.Pos.Pred.Value","testCM.Class.2.Pos.Pred.Value","testCM.Class.3.Pos.Pred.Value","testCM.Class.4.Pos.Pred.Value","testCM.Class.5.Pos.Pred.Value","testCM.Class.1.Neg.Pred.Value","testCM.Class.2.Neg.Pred.Value","testCM.Class.3.Neg.Pred.Value","testCM.Class.4.Neg.Pred.Value","testCM.Class.5.Neg.Pred.Value","testCM.Class.1.Precision","testCM.Class.2.Precision","testCM.Class.3.Precision","testCM.Class.4.Precision","testCM.Class.5.Precision","testCM.Class.1.Recall","testCM.Class.2.Recall","testCM.Class.3.Recall","testCM.Class.4.Recall","testCM.Class.5.Recall","testCM.Class.1.F1","testCM.Class.2.F1","testCM.Class.3.F1","testCM.Class.4.F1","testCM.Class.5.F1","testCM.Class.1.Prevalence","testCM.Class.2.Prevalence","testCM.Class.3.Prevalence","testCM.Class.4.Prevalence","testCM.Class.5.Prevalence","testCM.Class.1.Detection.Rate","testCM.Class.2.Detection.Rate","testCM.Class.3.Detection.Rate","testCM.Class.4.Detection.Rate","testCM.Class.5.Detection.Rate","testCM.Class.1.Detection.Prevalence","testCM.Class.2.Detection.Prevalence","testCM.Class.3.Detection.Prevalence","testCM.Class.4.Detection.Prevalence","testCM.Class.5.Detection.Prevalence","testCM.Class.1.Balanced.Accuracy","testCM.Class.2.Balanced.Accuracy","testCM.Class.3.Balanced.Accuracy","testCM.Class.4.Balanced.Accuracy","testCM.Class.5.Balanced.Accuracy"
"11","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",11,0.615151515151515,0.509618084807638,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"12","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",12,0.621212121212121,0.517718721866925,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"13","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",13,0.621212121212121,0.517645407984284,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"14","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",14,0.618181818181818,0.513302822094507,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"15","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",15,0.618181818181818,0.513917302813855,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"16","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",16,0.624242424242424,0.521173896254344,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"17","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",17,0.621212121212121,0.517718721866925,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"18","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",18,0.621212121212121,0.517515644189719,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"19","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",19,0.618181818181818,0.513758142036883,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
"20","Phase ~ TIME0 + NDVI","rf",330,138,2,"noProc",20,0.615151515151515,0.509589393744369,0.608695652173913,0.502934898612593,0.522027293591824,0.690593564980029,0.268115942028986,5.35973018894871e-17,NA,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.861386138613861,0.923076923076923,0.837837837837838,0.961538461538462,0.92436974789916,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.852941176470588,0.885245901639344,0.861111111111111,0.961538461538462,0.948275862068966,0.611111111111111,0.4375,0.4,0.882352941176471,0.590909090909091,0.594594594594595,0.333333333333333,0.444444444444444,0.882352941176471,0.684210526315789,0.602739726027397,0.378378378378378,0.421052631578947,0.882352941176471,0.634146341463415,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.159420289855072,0.0507246376811594,0.0869565217391304,0.217391304347826,0.0942028985507246,0.260869565217391,0.115942028985507,0.217391304347826,0.246376811594203,0.159420289855072,0.727990366604228,0.628205128205128,0.641141141141141,0.921945701357466,0.804290137107475
