"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.sigma","results.C","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.1.Sensitivity","testCM.Class.2.Sensitivity","testCM.Class.3.Sensitivity","testCM.Class.4.Sensitivity","testCM.Class.5.Sensitivity","testCM.Class.1.Specificity","testCM.Class.2.Specificity","testCM.Class.3.Specificity","testCM.Class.4.Specificity","testCM.Class.5.Specificity","testCM.Class.1.Pos.Pred.Value","testCM.Class.2.Pos.Pred.Value","testCM.Class.3.Pos.Pred.Value","testCM.Class.4.Pos.Pred.Value","testCM.Class.5.Pos.Pred.Value","testCM.Class.1.Neg.Pred.Value","testCM.Class.2.Neg.Pred.Value","testCM.Class.3.Neg.Pred.Value","testCM.Class.4.Neg.Pred.Value","testCM.Class.5.Neg.Pred.Value","testCM.Class.1.Precision","testCM.Class.2.Precision","testCM.Class.3.Precision","testCM.Class.4.Precision","testCM.Class.5.Precision","testCM.Class.1.Recall","testCM.Class.2.Recall","testCM.Class.3.Recall","testCM.Class.4.Recall","testCM.Class.5.Recall","testCM.Class.1.F1","testCM.Class.2.F1","testCM.Class.3.F1","testCM.Class.4.F1","testCM.Class.5.F1","testCM.Class.1.Prevalence","testCM.Class.2.Prevalence","testCM.Class.3.Prevalence","testCM.Class.4.Prevalence","testCM.Class.5.Prevalence","testCM.Class.1.Detection.Rate","testCM.Class.2.Detection.Rate","testCM.Class.3.Detection.Rate","testCM.Class.4.Detection.Rate","testCM.Class.5.Detection.Rate","testCM.Class.1.Detection.Prevalence","testCM.Class.2.Detection.Prevalence","testCM.Class.3.Detection.Prevalence","testCM.Class.4.Detection.Prevalence","testCM.Class.5.Detection.Prevalence","testCM.Class.1.Balanced.Accuracy","testCM.Class.2.Balanced.Accuracy","testCM.Class.3.Balanced.Accuracy","testCM.Class.4.Balanced.Accuracy","testCM.Class.5.Balanced.Accuracy"
"1","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,1,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"2","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,2,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"3","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,4,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"4","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,8,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"5","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,16,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"6","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,32,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"7","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,64,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"8","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,128,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"9","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,256,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
"10","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI","svmRadial",423,45,4,"noProc",2.98023223876953e-08,512,0.264775413711584,0,0.666666666666667,0.562256809338521,0.510496362141639,0.799994311989305,0.266666666666667,2.39053419316801e-08,NA,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.666666666666667,1,1,0.911764705882353,0.974358974358974,0.5,1,1,0.785714285714286,0.75,0.956521739130435,0.883720930232558,0.857142857142857,1,0.926829268292683,0.5,1,1,0.785714285714286,0.75,0.916666666666667,0.285714285714286,0.333333333333333,1,0.5,0.647058823529412,0.444444444444444,0.5,0.88,0.6,0.266666666666667,0.155555555555556,0.2,0.244444444444444,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.244444444444444,0.0666666666666667,0.488888888888889,0.0444444444444444,0.0666666666666667,0.311111111111111,0.0888888888888889,0.791666666666667,0.642857142857143,0.666666666666667,0.955882352941176,0.737179487179487
